Age,Gender,Education,Experience,Department,Title,Performance,CityTier,CompanySize,CompanyType,TechSkill,Certs,English,Salary
42,Male,Bachelors,28.8,Tech,Engineer,3,Tier 3,Startup,Private,65,0,Intermediate,2291032.0
47,Female,Bachelors,31.6,Finance,Executive,5,Tier 2,Startup,Public,31,4,Intermediate,2686472.0
35,Female,PhD,33.5,HR,Manager,3,Tier 3,Enterprise,Public,79,0,Intermediate,2689463.0
58,Female,Masters,23.1,Finance,Manager,3,Tier 3,Enterprise,MNC,38,0,Advanced,1979597.0
42,Female,Masters,32.7,Operations,Manager,4,Tier 2,Mid,Private,87,3,Intermediate,2732746.0
39,Male,Bachelors,0.6,Operations,Engineer,3,Tier 1,Mid,Public,73,0,Advanced,359425.0
26,Female,PhD,4.1,HR,Analyst,3,Tier 1,Startup,MNC,53,2,Intermediate,830734.0
24,Male,Masters,3.5,Support,Engineer,4,Tier 1,Startup,Private,26,3,Intermediate,738682.0
44,Female,Masters,27.1,Finance,Engineer,2,Tier 1,Enterprise,Public,61,2,Intermediate,2293198.0
47,Female,Bachelors,2.6,Support,Engineer,4,Tier 1,Startup,MNC,87,2,Advanced,615919.0
58,Male,PhD,18.9,Marketing,Manager,1,Tier 2,Startup,Public,72,1,Intermediate,1744135.0
45,Male,Masters,18.0,Finance,Analyst,2,Tier 1,Startup,Public,27,2,Advanced,1653678.0
40,Female,Masters,11.8,Operations,Engineer,5,Tier 2,Mid,Private,41,0,Basic,1247993.0
46,Female,Bachelors,33.1,Operations,Analyst,3,Tier 3,Enterprise,MNC,45,4,Advanced,2739542.0
42,Male,Bachelors,6.5,Support,Lead,2,Tier 1,Mid,Private,96,3,Intermediate,822524.0
33,Male,Bachelors,13.4,Tech,Engineer,5,Tier 1,Startup,Public,82,3,Advanced,1431463.0
54,Male,Bachelors,29.4,Operations,Engineer,4,Tier 1,Startup,MNC,65,3,Intermediate,2574719.0
25,Male,Masters,1.2,Tech,Engineer,4,Tier 1,Mid,Public,63,4,Basic,622091.0
28,Male,High School,25.6,Operations,Lead,1,Tier 2,Mid,Public,81,2,Basic,2048930.0
43,Female,High School,31.0,Operations,Lead,1,Tier 2,Enterprise,Public,55,1,Basic,2390508.0
54,Female,Bachelors,35.4,Marketing,Manager,2,Tier 2,Startup,MNC,60,0,Intermediate,2758592.0
38,Female,Bachelors,33.3,Tech,Executive,3,Tier 1,Startup,Public,98,3,Advanced,2744915.0
45,Female,Bachelors,12.1,Tech,Analyst,4,Tier 1,Mid,MNC,46,0,Basic,1288658.0
55,Male,Masters,22.3,Operations,Executive,2,Tier 2,Enterprise,Public,89,2,Intermediate,1946381.0
49,Male,Bachelors,2.9,Tech,Engineer,2,Tier 1,Enterprise,Private,60,1,Intermediate,506458.0
43,Male,High School,9.8,Operations,Engineer,2,Tier 1,Startup,MNC,24,3,Intermediate,1037686.0
38,Female,Bachelors,3.6,Operations,Manager,1,Tier 3,Startup,Public,76,2,Intermediate,536999.0
55,Male,Bachelors,12.0,Support,Executive,4,Tier 1,Mid,Private,95,1,Intermediate,1239302.0
27,Male,Bachelors,33.3,Finance,Engineer,1,Tier 3,Startup,MNC,48,3,Advanced,2682898.0
27,Female,Masters,13.2,Tech,Executive,1,Tier 1,Mid,Private,31,2,Basic,1193225.0
55,Female,Masters,21.4,HR,Manager,2,Tier 1,Startup,Public,44,0,Advanced,1815554.0
22,Female,Masters,16.5,Support,Executive,5,Tier 2,Startup,Private,53,4,Intermediate,1687771.0
31,Male,Masters,17.4,Tech,Analyst,5,Tier 3,Startup,Public,94,3,Intermediate,1761996.0
42,Male,High School,36.8,Tech,Manager,5,Tier 3,Enterprise,Public,43,1,Advanced,2933918.0
26,Female,PhD,11.3,Marketing,Executive,2,Tier 1,Startup,MNC,82,1,Intermediate,1264518.0
23,Female,Masters,23.8,HR,Engineer,3,Tier 3,Startup,Public,82,4,Advanced,2136989.0
43,Male,PhD,16.0,HR,Lead,4,Tier 1,Enterprise,Public,29,4,Intermediate,1739813.0
23,Female,High School,2.3,Marketing,Lead,2,Tier 1,Enterprise,MNC,24,2,Intermediate,511590.0
31,Male,PhD,18.6,Marketing,Manager,2,Tier 1,Startup,MNC,72,4,Advanced,1847892.0
55,Female,Masters,30.9,Tech,Lead,1,Tier 1,Enterprise,Public,47,3,Intermediate,2536014.0
37,Female,Masters,3.8,Finance,Analyst,5,Tier 2,Enterprise,Public,84,4,Advanced,854041.0
43,Female,High School,2.6,Marketing,Manager,2,Tier 1,Enterprise,MNC,64,3,Intermediate,584732.0
33,Male,Masters,5.8,HR,Engineer,3,Tier 3,Enterprise,MNC,85,0,Advanced,758661.0
45,Male,PhD,29.0,HR,Engineer,4,Tier 2,Mid,Private,68,4,Intermediate,2584310.0
59,Female,Masters,27.5,Tech,Manager,3,Tier 3,Startup,Private,59,0,Intermediate,2241061.0
31,Male,Bachelors,21.5,Finance,Lead,2,Tier 2,Mid,Private,85,1,Basic,1809164.0
56,Female,PhD,17.8,Operations,Lead,2,Tier 2,Startup,MNC,27,4,Basic,1763213.0
53,Female,Bachelors,33.8,Marketing,Engineer,1,Tier 1,Enterprise,MNC,46,1,Intermediate,2625441.0
28,Male,Bachelors,29.1,Marketing,Analyst,3,Tier 2,Mid,MNC,36,0,Intermediate,2367448.0
42,Male,Bachelors,30.9,Tech,Lead,1,Tier 3,Enterprise,Private,87,1,Advanced,2366612.0
41,Male,PhD,30.9,Support,Analyst,3,Tier 2,Enterprise,Public,63,0,Advanced,2625908.0
47,Male,High School,24.4,Support,Lead,5,Tier 1,Enterprise,Public,50,2,Intermediate,2128867.0
25,Female,Bachelors,17.4,Finance,Manager,5,Tier 1,Startup,Public,24,0,Intermediate,1619625.0
43,Male,Masters,32.9,HR,Executive,3,Tier 3,Enterprise,MNC,79,2,Intermediate,2732065.0
36,Male,Masters,35.2,HR,Engineer,1,Tier 1,Startup,Public,38,1,Intermediate,2742315.0
42,Female,Bachelors,0.9,Operations,Manager,5,Tier 3,Startup,Public,61,0,Advanced,420547.0
36,Female,PhD,2.0,HR,Lead,2,Tier 1,Enterprise,MNC,42,2,Advanced,672187.0
43,Female,PhD,36.4,Support,Engineer,4,Tier 1,Startup,MNC,96,0,Basic,3105051.0
49,Female,High School,10.5,Support,Executive,1,Tier 2,Mid,MNC,36,3,Intermediate,1010424.0
35,Male,Bachelors,33.2,Marketing,Executive,3,Tier 1,Startup,MNC,77,3,Intermediate,2760168.0
48,Male,High School,14.8,Operations,Lead,4,Tier 1,Enterprise,MNC,68,1,Advanced,1459972.0
49,Female,Bachelors,4.5,Finance,Engineer,4,Tier 1,Enterprise,Private,22,3,Intermediate,744998.0
47,Female,Bachelors,3.1,Operations,Lead,2,Tier 2,Mid,MNC,96,4,Intermediate,604666.0
23,Male,PhD,5.9,Finance,Executive,1,Tier 1,Mid,Public,64,2,Intermediate,838253.0
46,Male,Masters,9.5,Support,Manager,4,Tier 1,Startup,Public,54,4,Basic,1186742.0
24,Male,Bachelors,18.6,HR,Manager,1,Tier 3,Startup,Private,21,3,Intermediate,1583770.0
29,Male,High School,26.7,Tech,Analyst,2,Tier 1,Mid,MNC,66,1,Intermediate,2183359.0
54,Male,Bachelors,37.5,Operations,Executive,3,Tier 1,Enterprise,Public,22,4,Advanced,3023744.0
56,Female,Bachelors,16.8,Operations,Executive,4,Tier 2,Enterprise,Public,48,1,Intermediate,1510473.0
27,Female,Bachelors,19.7,Marketing,Lead,4,Tier 2,Mid,MNC,93,0,Advanced,1811342.0
44,Female,Masters,19.8,Marketing,Analyst,4,Tier 1,Mid,Private,39,4,Basic,1889320.0
46,Female,PhD,20.5,Support,Analyst,1,Tier 3,Enterprise,MNC,53,0,Advanced,1822477.0
40,Male,Bachelors,19.7,Finance,Engineer,4,Tier 2,Enterprise,MNC,98,4,Advanced,1907093.0
26,Female,Masters,0.3,Tech,Lead,1,Tier 1,Startup,MNC,59,2,Intermediate,367229.0
32,Male,Bachelors,0.1,Marketing,Manager,5,Tier 2,Mid,MNC,84,1,Intermediate,461276.0
33,Male,Masters,3.7,Marketing,Engineer,5,Tier 1,Mid,MNC,82,0,Intermediate,783081.0
31,Male,Bachelors,3.9,HR,Analyst,1,Tier 1,Mid,Private,75,3,Intermediate,628511.0
29,Male,Bachelors,26.8,HR,Manager,5,Tier 3,Enterprise,Public,51,4,Advanced,2342083.0
45,Male,PhD,7.8,Support,Executive,2,Tier 1,Startup,MNC,85,0,Advanced,1003053.0
49,Male,Bachelors,34.0,Support,Lead,2,Tier 3,Enterprise,Public,60,4,Intermediate,2744091.0
57,Male,Masters,35.3,Marketing,Analyst,5,Tier 1,Mid,Public,48,4,Advanced,3066033.0
58,Female,Bachelors,37.1,Finance,Executive,3,Tier 1,Mid,MNC,70,4,Intermediate,3052522.0
42,Male,High School,35.7,Tech,Analyst,1,Tier 1,Mid,Public,31,0,Basic,2646029.0
29,Female,Bachelors,10.3,Marketing,Manager,5,Tier 1,Mid,MNC,63,0,Basic,1182600.0
30,Female,Bachelors,19.4,Finance,Engineer,1,Tier 2,Mid,MNC,29,4,Intermediate,1756801.0
36,Male,Masters,6.7,Finance,Manager,5,Tier 2,Enterprise,MNC,93,3,Intermediate,1034645.0
39,Male,Bachelors,30.6,Marketing,Lead,2,Tier 2,Startup,Private,28,1,Advanced,2425510.0
41,Female,Masters,33.8,Finance,Lead,3,Tier 2,Mid,MNC,48,4,Basic,2830082.0
27,Female,Masters,32.3,Operations,Analyst,1,Tier 2,Mid,MNC,48,3,Intermediate,2658350.0
33,Female,Masters,16.5,Finance,Manager,3,Tier 3,Mid,Public,80,1,Intermediate,1548593.0
23,Female,Bachelors,28.8,Marketing,Engineer,2,Tier 1,Enterprise,Private,83,4,Intermediate,2379329.0
28,Male,PhD,3.7,Finance,Lead,4,Tier 3,Enterprise,Public,22,1,Basic,804178.0
37,Male,Bachelors,1.5,Marketing,Engineer,4,Tier 1,Mid,Public,23,4,Intermediate,575182.0
24,Male,Bachelors,28.6,HR,Executive,1,Tier 2,Mid,MNC,74,0,Intermediate,2312535.0
24,Female,Bachelors,16.2,Marketing,Analyst,2,Tier 3,Mid,Private,33,4,Intermediate,1445382.0
48,Male,Bachelors,37.8,Finance,Engineer,1,Tier 1,Mid,Private,96,4,Intermediate,2950350.0
59,Female,High School,3.7,Marketing,Analyst,1,Tier 2,Mid,MNC,47,4,Intermediate,585961.0
54,Male,Masters,32.5,Tech,Executive,1,Tier 3,Enterprise,Private,82,4,Basic,2561256.0
49,Female,Bachelors,18.2,Marketing,Engineer,3,Tier 1,Mid,MNC,58,3,Intermediate,1724841.0
22,Male,Bachelors,31.4,Marketing,Engineer,5,Tier 3,Mid,Private,83,2,Intermediate,2595889.0
29,Male,Masters,31.1,Tech,Executive,2,Tier 1,Mid,Private,79,3,Intermediate,2592977.0
58,Female,Bachelors,34.8,Tech,Manager,3,Tier 2,Enterprise,MNC,39,3,Advanced,2883481.0
53,Female,Bachelors,11.3,Tech,Engineer,5,Tier 3,Mid,Private,47,0,Intermediate,1135231.0
58,Female,Bachelors,36.1,Support,Engineer,1,Tier 1,Enterprise,Private,33,4,Intermediate,2818621.0
25,Female,Masters,5.8,Operations,Lead,4,Tier 1,Startup,Private,96,3,Advanced,924498.0
51,Female,Bachelors,3.1,Support,Manager,3,Tier 1,Enterprise,Public,94,1,Intermediate,634565.0
27,Male,Bachelors,16.4,Marketing,Engineer,2,Tier 1,Mid,MNC,77,4,Intermediate,1569883.0
40,Female,Bachelors,31.5,Support,Executive,2,Tier 1,Enterprise,Public,58,0,Advanced,2508647.0
53,Male,Masters,18.0,Support,Analyst,5,Tier 3,Mid,Private,77,0,Advanced,1704193.0
30,Male,Masters,31.5,Tech,Executive,3,Tier 3,Enterprise,Private,34,1,Advanced,2567958.0
33,Male,Masters,27.7,Tech,Manager,1,Tier 2,Enterprise,Public,92,0,Intermediate,2133856.0
32,Male,High School,8.0,HR,Lead,5,Tier 3,Startup,Private,22,4,Intermediate,966032.0
37,Male,Bachelors,36.1,Support,Lead,2,Tier 2,Enterprise,Private,24,2,Advanced,2854733.0
22,Female,Bachelors,2.3,Operations,Lead,3,Tier 2,Startup,MNC,61,2,Basic,536649.0
42,Female,Bachelors,34.1,Marketing,Executive,4,Tier 2,Startup,Private,34,3,Advanced,2790765.0
51,Male,Bachelors,11.6,Finance,Analyst,1,Tier 2,Enterprise,MNC,22,0,Intermediate,1114421.0
34,Male,Bachelors,19.0,Operations,Analyst,2,Tier 1,Enterprise,MNC,54,4,Basic,1733381.0
55,Female,Bachelors,16.0,Operations,Engineer,3,Tier 1,Enterprise,Public,26,1,Basic,1473025.0
25,Female,Masters,6.5,HR,Analyst,4,Tier 3,Startup,Public,43,1,Intermediate,879098.0
49,Male,Bachelors,13.6,Marketing,Analyst,2,Tier 1,Mid,Private,50,4,Basic,1344519.0
59,Female,Masters,7.3,Marketing,Engineer,4,Tier 1,Mid,Public,97,4,Intermediate,1063977.0
52,Female,Bachelors,7.7,Tech,Executive,2,Tier 2,Startup,MNC,99,1,Intermediate,853414.0
48,Female,Bachelors,7.1,Tech,Executive,5,Tier 3,Startup,Public,23,0,Basic,880773.0
26,Male,Bachelors,18.6,Operations,Manager,5,Tier 2,Enterprise,MNC,22,3,Intermediate,1813494.0
46,Female,High School,30.3,HR,Executive,5,Tier 1,Enterprise,Public,28,3,Intermediate,2617406.0
24,Male,High School,21.6,Marketing,Lead,3,Tier 2,Mid,Private,87,3,Intermediate,1848761.0
54,Male,Bachelors,33.9,HR,Lead,5,Tier 3,Mid,Public,79,4,Advanced,2871524.0
25,Male,PhD,24.2,Finance,Manager,3,Tier 2,Mid,Private,30,1,Intermediate,2139169.0
46,Male,Masters,26.2,Marketing,Analyst,1,Tier 1,Enterprise,Public,98,1,Advanced,2203819.0
41,Male,High School,25.4,Tech,Manager,5,Tier 2,Enterprise,MNC,55,1,Intermediate,2196463.0
55,Female,Masters,17.1,Operations,Engineer,3,Tier 1,Startup,Public,91,1,Basic,1669369.0
47,Male,Masters,26.2,HR,Manager,2,Tier 3,Enterprise,Public,21,1,Advanced,2136794.0
26,Male,Masters,2.6,Tech,Manager,3,Tier 2,Mid,MNC,69,2,Intermediate,659757.0
56,Male,Masters,32.7,Operations,Lead,3,Tier 2,Startup,MNC,22,4,Intermediate,2785828.0
49,Female,Bachelors,29.6,Tech,Engineer,2,Tier 2,Enterprise,Public,86,4,Intermediate,2399221.0
50,Female,Bachelors,9.3,Marketing,Engineer,3,Tier 3,Mid,MNC,81,2,Intermediate,1018595.0
30,Female,Bachelors,29.2,HR,Manager,2,Tier 1,Enterprise,MNC,95,3,Advanced,2476928.0
59,Female,Bachelors,0.5,Finance,Engineer,4,Tier 1,Startup,Public,33,0,Advanced,378518.0
27,Female,Bachelors,8.3,Support,Engineer,5,Tier 1,Enterprise,Private,42,4,Advanced,1009662.0
40,Female,Bachelors,2.5,Tech,Executive,1,Tier 2,Mid,Public,96,4,Intermediate,435127.0
32,Female,PhD,29.6,Support,Engineer,3,Tier 2,Startup,Public,35,2,Advanced,2577474.0
23,Male,PhD,28.7,HR,Analyst,2,Tier 2,Mid,Private,37,4,Intermediate,2465096.0
30,Male,Masters,30.9,Marketing,Engineer,5,Tier 2,Startup,Public,32,4,Basic,2719553.0
42,Female,Masters,0.2,Tech,Lead,3,Tier 1,Enterprise,Public,75,3,Basic,487961.0
45,Male,PhD,19.0,Marketing,Executive,5,Tier 1,Enterprise,MNC,64,2,Intermediate,2018502.0
55,Male,High School,26.8,Finance,Lead,4,Tier 1,Mid,Public,59,4,Advanced,2336108.0
43,Female,Bachelors,5.9,Finance,Lead,3,Tier 2,Enterprise,Private,50,1,Basic,786322.0
24,Male,Bachelors,24.7,Operations,Analyst,2,Tier 3,Startup,Private,51,2,Intermediate,2044080.0
33,Male,Masters,3.2,Operations,Executive,4,Tier 2,Enterprise,MNC,20,3,Advanced,713406.0
49,Female,Bachelors,6.9,Operations,Manager,3,Tier 1,Enterprise,Public,54,0,Advanced,829862.0
51,Male,Masters,18.1,Marketing,Engineer,5,Tier 1,Enterprise,Public,55,4,Intermediate,1862384.0
47,Female,Bachelors,24.8,Operations,Analyst,4,Tier 3,Enterprise,Public,85,1,Basic,2070639.0
42,Female,Bachelors,5.5,HR,Analyst,2,Tier 1,Enterprise,Public,48,1,Basic,670710.0
49,Male,Masters,7.0,Support,Manager,3,Tier 1,Enterprise,Private,62,0,Basic,800503.0
47,Male,Bachelors,7.8,Support,Analyst,5,Tier 1,Enterprise,Private,48,2,Intermediate,986661.0
54,Male,Bachelors,9.1,Marketing,Manager,5,Tier 2,Enterprise,MNC,62,3,Intermediate,1180633.0
42,Female,Bachelors,8.6,Marketing,Manager,4,Tier 1,Mid,Public,38,4,Basic,1109777.0
56,Female,Bachelors,15.0,Operations,Manager,3,Tier 1,Mid,Private,83,4,Basic,1528898.0
55,Female,Masters,24.8,Support,Analyst,5,Tier 2,Enterprise,Public,50,4,Basic,2317239.0
39,Male,Bachelors,16.6,Support,Manager,4,Tier 1,Mid,Private,38,1,Intermediate,1554935.0
32,Male,Bachelors,29.5,Operations,Analyst,1,Tier 1,Enterprise,Private,48,2,Advanced,2377225.0
44,Female,High School,27.3,Marketing,Executive,5,Tier 2,Enterprise,MNC,92,0,Advanced,2381392.0
43,Male,Masters,4.8,Finance,Manager,4,Tier 3,Enterprise,Public,26,2,Intermediate,753161.0
38,Male,Bachelors,1.9,Finance,Analyst,1,Tier 1,Mid,MNC,77,3,Intermediate,475856.0
26,Female,Masters,33.4,Operations,Analyst,4,Tier 1,Startup,MNC,95,3,Intermediate,2908083.0
32,Female,Masters,3.0,Finance,Analyst,5,Tier 1,Enterprise,MNC,79,0,Advanced,691316.0
51,Male,Bachelors,5.6,HR,Engineer,1,Tier 2,Enterprise,MNC,70,1,Intermediate,679210.0
36,Female,Masters,0.8,HR,Engineer,4,Tier 3,Startup,MNC,69,0,Intermediate,499512.0
48,Male,Masters,23.9,HR,Manager,3,Tier 1,Mid,MNC,40,3,Intermediate,2186035.0
56,Female,Bachelors,22.1,Marketing,Executive,1,Tier 1,Startup,MNC,28,1,Basic,1862431.0
54,Female,Bachelors,37.5,Marketing,Manager,4,Tier 1,Enterprise,Public,53,2,Intermediate,3042761.0
41,Female,PhD,33.7,Marketing,Lead,3,Tier 1,Startup,MNC,53,3,Advanced,2965119.0
37,Male,Masters,15.6,Marketing,Lead,1,Tier 1,Enterprise,Public,66,1,Intermediate,1384466.0
55,Male,Bachelors,14.1,Marketing,Executive,4,Tier 3,Mid,Public,43,1,Advanced,1377222.0
23,Female,Bachelors,11.3,Operations,Executive,5,Tier 2,Mid,Private,99,4,Intermediate,1292020.0
56,Female,Masters,5.8,Finance,Executive,1,Tier 1,Mid,MNC,47,2,Basic,802136.0
49,Female,Masters,5.2,Operations,Engineer,1,Tier 3,Enterprise,Public,65,1,Advanced,574167.0
27,Male,Masters,5.0,Finance,Engineer,3,Tier 1,Mid,Private,70,0,Basic,671754.0
30,Female,Bachelors,4.3,Operations,Lead,4,Tier 1,Startup,Private,25,2,Basic,714346.0
41,Female,Masters,9.1,HR,Executive,5,Tier 3,Mid,MNC,82,2,Intermediate,1131691.0
22,Female,Bachelors,11.7,Tech,Analyst,3,Tier 1,Enterprise,MNC,72,3,Advanced,1295191.0
29,Female,Bachelors,36.5,Marketing,Lead,1,Tier 3,Startup,MNC,83,2,Intermediate,2868078.0
44,Male,Masters,22.0,Tech,Executive,3,Tier 2,Startup,MNC,71,2,Advanced,2004483.0
24,Male,PhD,37.5,Tech,Analyst,3,Tier 3,Startup,Public,79,4,Intermediate,3157434.0
25,Female,Bachelors,14.2,HR,Executive,3,Tier 2,Startup,Public,60,2,Advanced,1342570.0
46,Male,Bachelors,17.4,Tech,Manager,1,Tier 1,Enterprise,MNC,30,1,Advanced,1534363.0
59,Male,Masters,12.3,Tech,Analyst,2,Tier 3,Mid,MNC,23,0,Intermediate,1202796.0
36,Male,Bachelors,6.9,HR,Manager,3,Tier 1,Startup,Public,33,4,Advanced,882111.0
42,Female,Masters,5.4,Finance,Engineer,2,Tier 2,Mid,MNC,32,4,Intermediate,835411.0
56,Male,Masters,35.9,Operations,Lead,5,Tier 2,Mid,Private,34,4,Intermediate,3092635.0
35,Male,High School,37.5,Support,Executive,5,Tier 2,Mid,Public,27,4,Advanced,3116074.0
57,Male,PhD,1.7,Tech,Lead,5,Tier 2,Mid,Private,30,3,Advanced,717352.0
33,Female,Masters,5.7,Marketing,Executive,4,Tier 3,Enterprise,Private,42,4,Intermediate,858620.0
38,Female,Masters,16.1,HR,Manager,1,Tier 3,Startup,Private,26,3,Intermediate,1404711.0
30,Male,Masters,7.1,Tech,Analyst,2,Tier 3,Startup,Private,88,3,Advanced,831943.0
56,Male,Masters,13.8,Support,Analyst,4,Tier 1,Mid,MNC,51,2,Intermediate,1447318.0
34,Female,Bachelors,4.9,Finance,Executive,2,Tier 3,Startup,MNC,63,0,Advanced,625690.0
36,Female,Bachelors,17.3,Finance,Manager,1,Tier 2,Mid,MNC,22,2,Advanced,1457546.0
39,Male,Masters,10.3,Support,Executive,3,Tier 3,Enterprise,MNC,63,3,Basic,1198830.0
54,Male,Bachelors,13.4,Marketing,Executive,4,Tier 3,Startup,Public,88,2,Advanced,1321342.0
27,Female,High School,3.6,Tech,Executive,1,Tier 1,Mid,MNC,70,1,Advanced,557155.0
48,Female,Masters,16.3,Marketing,Analyst,4,Tier 1,Startup,Public,80,4,Basic,1643180.0
44,Male,Masters,37.4,Finance,Executive,5,Tier 3,Mid,Private,70,4,Intermediate,3134432.0
48,Female,Bachelors,12.5,Finance,Analyst,4,Tier 1,Startup,Public,52,3,Advanced,1331119.0
55,Male,Masters,33.3,Operations,Engineer,3,Tier 2,Enterprise,MNC,39,2,Basic,2742206.0
59,Male,Masters,32.0,Finance,Manager,3,Tier 3,Startup,Private,49,1,Intermediate,2597031.0
35,Male,Bachelors,36.2,HR,Engineer,2,Tier 1,Enterprise,Private,63,1,Intermediate,2784000.0
57,Female,Masters,30.0,Operations,Executive,4,Tier 3,Enterprise,MNC,48,1,Basic,2565064.0
29,Male,Bachelors,25.1,Marketing,Analyst,5,Tier 3,Mid,Private,40,3,Intermediate,2242496.0
56,Male,Bachelors,32.6,Finance,Manager,3,Tier 1,Mid,Private,72,2,Intermediate,2660602.0
40,Female,Bachelors,2.9,Support,Lead,2,Tier 2,Startup,Private,30,1,Intermediate,449187.0
51,Female,Bachelors,17.6,HR,Manager,5,Tier 1,Enterprise,Public,29,1,Intermediate,1716328.0
35,Male,Bachelors,37.6,Operations,Manager,5,Tier 2,Mid,Private,54,2,Basic,3139792.0
41,Male,Masters,29.2,HR,Executive,5,Tier 1,Enterprise,Private,45,2,Advanced,2558223.0
46,Female,Masters,36.6,Operations,Engineer,1,Tier 3,Enterprise,Public,63,4,Advanced,2881771.0
45,Female,Bachelors,29.6,Operations,Engineer,3,Tier 1,Enterprise,MNC,23,0,Intermediate,2437756.0
35,Female,Masters,33.2,Operations,Lead,1,Tier 2,Startup,Public,93,0,Basic,2551445.0
47,Male,Bachelors,26.8,Support,Executive,1,Tier 2,Enterprise,Public,76,1,Basic,2146402.0
59,Male,High School,28.9,Marketing,Manager,3,Tier 1,Enterprise,MNC,58,2,Basic,2420913.0
44,Male,Masters,19.9,Operations,Engineer,4,Tier 3,Startup,MNC,99,4,Intermediate,1912038.0
43,Female,High School,35.1,Operations,Engineer,2,Tier 3,Startup,Public,60,3,Advanced,2756636.0
40,Male,Bachelors,31.4,HR,Analyst,3,Tier 2,Mid,Private,86,0,Basic,2476012.0
24,Female,Masters,32.1,Operations,Manager,2,Tier 2,Enterprise,MNC,55,0,Basic,2589418.0
40,Male,Bachelors,25.6,Marketing,Executive,4,Tier 2,Enterprise,Private,23,2,Intermediate,2175505.0
30,Female,Masters,11.6,Support,Engineer,3,Tier 2,Startup,MNC,93,3,Intermediate,1345170.0
49,Male,Bachelors,1.4,Support,Executive,5,Tier 1,Startup,Private,32,0,Intermediate,468995.0
41,Male,High School,35.6,HR,Manager,3,Tier 2,Mid,Public,89,4,Advanced,2898650.0
28,Female,Bachelors,22.3,Operations,Manager,4,Tier 2,Startup,Public,26,0,Intermediate,1893790.0
35,Female,Bachelors,11.3,HR,Engineer,1,Tier 2,Startup,Public,47,2,Intermediate,1100980.0
30,Male,Bachelors,5.7,Support,Lead,3,Tier 1,Startup,Public,78,2,Basic,753199.0
40,Female,Bachelors,31.5,Marketing,Executive,5,Tier 1,Startup,MNC,56,3,Intermediate,2721594.0
35,Female,Masters,31.8,HR,Executive,3,Tier 2,Mid,Public,34,0,Basic,2604132.0
59,Male,PhD,31.0,Marketing,Analyst,1,Tier 1,Enterprise,Private,49,3,Advanced,2602393.0
57,Female,Bachelors,24.5,Finance,Manager,3,Tier 1,Enterprise,Public,93,0,Intermediate,2073453.0
38,Male,Bachelors,13.9,Operations,Manager,5,Tier 1,Enterprise,Public,31,1,Basic,1459275.0
51,Male,Bachelors,11.6,Marketing,Engineer,4,Tier 2,Enterprise,Public,49,0,Basic,1175080.0
30,Female,PhD,0.3,Operations,Engineer,5,Tier 3,Enterprise,Public,20,2,Basic,634590.0
54,Female,PhD,31.7,Marketing,Engineer,4,Tier 3,Startup,MNC,55,2,Advanced,2738923.0
46,Male,Bachelors,3.3,Tech,Analyst,5,Tier 1,Enterprise,MNC,40,1,Basic,732972.0
35,Male,Masters,24.0,Tech,Lead,2,Tier 1,Startup,MNC,51,0,Intermediate,2041794.0
32,Male,Bachelors,19.2,Tech,Engineer,3,Tier 3,Enterprise,Private,82,0,Intermediate,1661541.0
56,Male,High School,20.0,Marketing,Engineer,3,Tier 3,Enterprise,Private,32,2,Intermediate,1619606.0
35,Male,High School,35.2,Support,Engineer,1,Tier 1,Startup,Public,56,1,Advanced,2665492.0
51,Male,Bachelors,1.2,Support,Analyst,2,Tier 3,Enterprise,Private,63,2,Intermediate,314008.0
25,Female,Bachelors,29.4,Operations,Executive,1,Tier 1,Startup,Private,40,1,Basic,2295446.0
25,Female,High School,2.0,Tech,Lead,3,Tier 2,Mid,Private,37,2,Basic,453141.0
49,Female,Masters,1.4,Operations,Executive,1,Tier 1,Mid,Private,65,4,Intermediate,458880.0
29,Male,Bachelors,16.3,Marketing,Manager,4,Tier 3,Mid,MNC,66,0,Intermediate,1544982.0
23,Female,Bachelors,2.4,Operations,Manager,2,Tier 2,Enterprise,MNC,45,3,Intermediate,572870.0
43,Male,Bachelors,30.0,Operations,Engineer,5,Tier 1,Enterprise,Private,24,4,Advanced,2614517.0
37,Male,Bachelors,20.1,Tech,Executive,4,Tier 2,Enterprise,Private,24,2,Basic,1750630.0
50,Female,Bachelors,1.1,Support,Analyst,5,Tier 1,Enterprise,MNC,50,1,Intermediate,552832.0
51,Male,Bachelors,1.5,HR,Lead,1,Tier 1,Startup,Public,47,3,Basic,427595.0
33,Male,Bachelors,23.3,Finance,Executive,3,Tier 1,Mid,MNC,96,1,Advanced,2037956.0
56,Male,Bachelors,30.6,Marketing,Executive,4,Tier 2,Startup,Private,94,1,Advanced,2491798.0
32,Male,Bachelors,16.6,Marketing,Lead,2,Tier 1,Mid,Private,84,0,Basic,1455677.0
42,Male,Bachelors,21.1,Marketing,Executive,5,Tier 2,Mid,Private,32,2,Intermediate,1929522.0
42,Male,Masters,30.4,Finance,Executive,4,Tier 2,Startup,MNC,37,0,Advanced,2604211.0
26,Female,Masters,23.2,HR,Lead,3,Tier 2,Startup,Private,43,1,Basic,1996863.0
41,Male,Bachelors,8.5,Support,Analyst,2,Tier 1,Startup,MNC,48,0,Basic,890804.0
58,Male,Bachelors,23.3,Operations,Lead,2,Tier 1,Mid,Public,47,4,Intermediate,2051719.0
